bed1,bed2,jaccA,jaccB
CTCF_hg38_c3.bed,OVOL3_hg38_c3.bed,0.007274,0.010832
BRCA1_hg38_c3.bed,PAF1_hg38_c3.bed,0.110414,0.146016
CTCF_hg38_c3.bed,PAF1_hg38_c3.bed,0.044227,0.059865
BRCA1_hg38_c3.bed,PALB2_hg38_c3.bed,0.021284,0.028387
CTCF_hg38_c3.bed,PALB2_hg38_c3.bed,0.002649,0.003967
BRCA1_hg38_c3.bed,PARP1_hg38_c3.bed,0.109265,0.141976
CTCF_hg38_c3.bed,PARP1_hg38_c3.bed,0.031980,0.044130
BRCA1_hg38_c3.bed,PATZ1_hg38_c3.bed,0.157541,0.199372
CTCF_hg38_c3.bed,PATZ1_hg38_c3.bed,0.061203,0.086087
BRCA1_hg38_c3.bed,PAX3-FOXO1_hg38_c3.bed,0.061351,0.088896
CTCF_hg38_c3.bed,PAX3-FOXO1_hg38_c3.bed,0.072751,0.092936
BRCA1_hg38_c3.bed,PAX5_hg38_c3.bed,0.095845,0.128588
CTCF_hg38_c3.bed,PAX5_hg38_c3.bed,0.109132,0.143003
BRCA1_hg38_c3.bed,PAX6_hg38_c3.bed,0.048934,0.060785
CTCF_hg38_c3.bed,PAX6_hg38_c3.bed,0.012694,0.017548
BRCA1_hg38_c3.bed,PAX7_hg38_c3.bed,0.013798,0.017865
CTCF_hg38_c3.bed,PAX7_hg38_c3.bed,0.009672,0.012316
BRCA1_hg38_c3.bed,PAX8_hg38_c3.bed,0.021480,0.027941
CTCF_hg38_c3.bed,PAX8_hg38_c3.bed,0.005611,0.007668
BRCA1_hg38_c3.bed,PAXIP1_hg38_c3.bed,0.125143,0.159227
CTCF_hg38_c3.bed,PAXIP1_hg38_c3.bed,0.054038,0.075846
BRCA1_hg38_c3.bed,PBX1-2-3_hg38_c3.bed,0.043388,0.054913
CTCF_hg38_c3.bed,PBX1-2-3_hg38_c3.bed,0.010316,0.014583
BRCA1_hg38_c3.bed,PBX1_hg38_c3.bed,0.094422,0.117474
CTCF_hg38_c3.bed,PBX1_hg38_c3.bed,0.043650,0.059986
BRCA1_hg38_c3.bed,PBX2_hg38_c3.bed,0.047747,0.061081
CTCF_hg38_c3.bed,PBX2_hg38_c3.bed,0.027828,0.038774
BRCA1_hg38_c3.bed,PBX3_hg38_c3.bed,0.143337,0.178268
CTCF_hg38_c3.bed,PBX3_hg38_c3.bed,0.050744,0.069278
BRCA1_hg38_c3.bed,PCBP1_hg38_c3.bed,0.148570,0.188841
CTCF_hg38_c3.bed,PCBP1_hg38_c3.bed,0.065236,0.084855
BRCA1_hg38_c3.bed,PCBP2_hg38_c3.bed,0.039339,0.050439
CTCF_hg38_c3.bed,PCBP2_hg38_c3.bed,0.018553,0.023898
BRCA1_hg38_c3.bed,PCGF1_hg38_c3.bed,0.120691,0.160814
CTCF_hg38_c3.bed,PCGF1_hg38_c3.bed,0.031507,0.045968
BRCA1_hg38_c3.bed,PCGF2_hg38_c3.bed,0.023318,0.030093
CTCF_hg38_c3.bed,PCGF2_hg38_c3.bed,0.010398,0.013628
BRCA1_hg38_c3.bed,PDX1_hg38_c3.bed,0.088155,0.117459
CTCF_hg38_c3.bed,PDX1_hg38_c3.bed,0.081289,0.109063
BRCA1_hg38_c3.bed,PGR_hg38_c3.bed,0.087164,0.114231
CTCF_hg38_c3.bed,PGR_hg38_c3.bed,0.156055,0.203300
BRCA1_hg38_c3.bed,PHB2_hg38_c3.bed,0.008444,0.010575
CTCF_hg38_c3.bed,PHB2_hg38_c3.bed,0.006527,0.008970
BRCA1_hg38_c3.bed,PHC1_hg38_c3.bed,0.001321,0.001556
CTCF_hg38_c3.bed,PHC1_hg38_c3.bed,0.000516,0.000633
BRCA1_hg38_c3.bed,PHF19_hg38_c3.bed,0.009145,0.011934
CTCF_hg38_c3.bed,PHF19_hg38_c3.bed,0.014531,0.017148
BRCA1_hg38_c3.bed,PHF20_hg38_c3.bed,0.095482,0.129622
CTCF_hg38_c3.bed,PHF20_hg38_c3.bed,0.013183,0.020170
BRCA1_hg38_c3.bed,PHF21A_hg38_c3.bed,0.113638,0.142448
CTCF_hg38_c3.bed,PHF21A_hg38_c3.bed,0.028671,0.041325
BRCA1_hg38_c3.bed,PHF5A_hg38_c3.bed,0.159289,0.196211
CTCF_hg38_c3.bed,PHF5A_hg38_c3.bed,0.061462,0.085507
BRCA1_hg38_c3.bed,PHF8_hg38_c3.bed,0.170001,0.207654
CTCF_hg38_c3.bed,PHF8_hg38_c3.bed,0.088868,0.119113
BRCA1_hg38_c3.bed,PHIP_hg38_c3.bed,0.117467,0.155572
CTCF_hg38_c3.bed,PHIP_hg38_c3.bed,0.100839,0.132813
BRCA1_hg38_c3.bed,PHOX2B_hg38_c3.bed,0.022530,0.026975
CTCF_hg38_c3.bed,PHOX2B_hg38_c3.bed,0.029279,0.036048
BRCA1_hg38_c3.bed,PITX3_hg38_c3.bed,0.112945,0.148573
CTCF_hg38_c3.bed,PITX3_hg38_c3.bed,0.048811,0.068452
BRCA1_hg38_c3.bed,PKNOX1_hg38_c3.bed,0.092702,0.119341
CTCF_hg38_c3.bed,PKNOX1_hg38_c3.bed,0.094505,0.128266
BRCA1_hg38_c3.bed,PLAG1_hg38_c3.bed,0.106762,0.140326
CTCF_hg38_c3.bed,PLAG1_hg38_c3.bed,0.066041,0.086982
BRCA1_hg38_c3.bed,PLRG1_hg38_c3.bed,0.001303,0.001432
CTCF_hg38_c3.bed,PLRG1_hg38_c3.bed,0.002009,0.002575
BRCA1_hg38_c3.bed,PML_hg38_c3.bed,0.137141,0.169485
CTCF_hg38_c3.bed,PML_hg38_c3.bed,0.060093,0.082025
BRCA1_hg38_c3.bed,POU2AF1_hg38_c3.bed,0.015838,0.020151
CTCF_hg38_c3.bed,POU2AF1_hg38_c3.bed,0.004780,0.006687
BRCA1_hg38_c3.bed,POU2F1_hg38_c3.bed,0.125393,0.158827
CTCF_hg38_c3.bed,POU2F1_hg38_c3.bed,0.114148,0.151540
BRCA1_hg38_c3.bed,POU2F2_hg38_c3.bed,0.078735,0.103707
CTCF_hg38_c3.bed,POU2F2_hg38_c3.bed,0.039649,0.052336
BRCA1_hg38_c3.bed,POU2F3_hg38_c3.bed,0.034488,0.047558
CTCF_hg38_c3.bed,POU2F3_hg38_c3.bed,0.029448,0.038116
BRCA1_hg38_c3.bed,POU3F1_hg38_c3.bed,0.005968,0.006265
CTCF_hg38_c3.bed,POU3F1_hg38_c3.bed,0.003753,0.004419
BRCA1_hg38_c3.bed,POU3F2_hg38_c3.bed,0.005326,0.005637
CTCF_hg38_c3.bed,POU3F2_hg38_c3.bed,0.003165,0.003815
BRCA1_hg38_c3.bed,POU4F2_hg38_c3.bed,0.073477,0.102404
CTCF_hg38_c3.bed,POU4F2_hg38_c3.bed,0.043455,0.056280
BRCA1_hg38_c3.bed,POU5F1_hg38_c3.bed,0.083974,0.110879
CTCF_hg38_c3.bed,POU5F1_hg38_c3.bed,0.177613,0.225301
BRCA1_hg38_c3.bed,PPARA_hg38_c3.bed,0.004019,0.005215
CTCF_hg38_c3.bed,PPARA_hg38_c3.bed,0.001778,0.002416
BRCA1_hg38_c3.bed,PPARGC1A_hg38_c3.bed,0.001169,0.001375
CTCF_hg38_c3.bed,PPARGC1A_hg38_c3.bed,0.000202,0.000282
BRCA1_hg38_c3.bed,PPARG_hg38_c3.bed,0.124738,0.157119
CTCF_hg38_c3.bed,PPARG_hg38_c3.bed,0.113641,0.152266
BRCA1_hg38_c3.bed,PRDM10_hg38_c3.bed,0.142134,0.177306
CTCF_hg38_c3.bed,PRDM10_hg38_c3.bed,0.089680,0.122400
BRCA1_hg38_c3.bed,PRDM12_hg38_c3.bed,0.000937,0.001130
CTCF_hg38_c3.bed,PRDM12_hg38_c3.bed,0.000557,0.000661
BRCA1_hg38_c3.bed,PRDM14_hg38_c3.bed,0.096254,0.125401
CTCF_hg38_c3.bed,PRDM14_hg38_c3.bed,0.050989,0.066601
BRCA1_hg38_c3.bed,PRDM15_hg38_c3.bed,0.097025,0.122251
CTCF_hg38_c3.bed,PRDM15_hg38_c3.bed,0.017269,0.024476
BRCA1_hg38_c3.bed,PRDM1_hg38_c3.bed,0.092605,0.125532
CTCF_hg38_c3.bed,PRDM1_hg38_c3.bed,0.132328,0.174262
BRCA1_hg38_c3.bed,PRDM2_hg38_c3.bed,0.003636,0.004502
CTCF_hg38_c3.bed,PRDM2_hg38_c3.bed,0.000870,0.001197
BRCA1_hg38_c3.bed,PRDM4_hg38_c3.bed,0.096353,0.120966
CTCF_hg38_c3.bed,PRDM4_hg38_c3.bed,0.022484,0.031741
BRCA1_hg38_c3.bed,PRDM6_hg38_c3.bed,0.045086,0.056700
CTCF_hg38_c3.bed,PRDM6_hg38_c3.bed,0.035993,0.048132
BRCA1_hg38_c3.bed,PREB_hg38_c3.bed,0.042300,0.053315
CTCF_hg38_c3.bed,PREB_hg38_c3.bed,0.005154,0.007488
BRCA1_hg38_c3.bed,PRKDC_hg38_c3.bed,0.077411,0.101589
CTCF_hg38_c3.bed,PRKDC_hg38_c3.bed,0.015830,0.023703
BRCA1_hg38_c3.bed,PRMT5_hg38_c3.bed,0.005638,0.006717
CTCF_hg38_c3.bed,PRMT5_hg38_c3.bed,0.001209,0.001673
BRCA1_hg38_c3.bed,PROX1_hg38_c3.bed,0.068769,0.084286
CTCF_hg38_c3.bed,PROX1_hg38_c3.bed,0.036605,0.050071
BRCA1_hg38_c3.bed,PRPF4_hg38_c3.bed,0.108442,0.136415
CTCF_hg38_c3.bed,PRPF4_hg38_c3.bed,0.035858,0.047653
BRCA1_hg38_c3.bed,PSIP1_hg38_c3.bed,0.021906,0.026905
CTCF_hg38_c3.bed,PSIP1_hg38_c3.bed,0.019317,0.024080
BRCA1_hg38_c3.bed,PTBP1_hg38_c3.bed,0.147379,0.186363
CTCF_hg38_c3.bed,PTBP1_hg38_c3.bed,0.076155,0.099818
BRCA1_hg38_c3.bed,PTRF_hg38_c3.bed,0.007020,0.009307
CTCF_hg38_c3.bed,PTRF_hg38_c3.bed,0.002934,0.004172
BRCA1_hg38_c3.bed,PTTG1_hg38_c3.bed,0.006219,0.008268
CTCF_hg38_c3.bed,PTTG1_hg38_c3.bed,0.002675,0.003799
BRCA1_hg38_c3.bed,PYGO2_hg38_c3.bed,0.017425,0.022736
CTCF_hg38_c3.bed,PYGO2_hg38_c3.bed,0.006383,0.009119
BRCA1_hg38_c3.bed,RAD21_hg38_c3.bed,0.075928,0.097724
CTCF_hg38_c3.bed,RAD21_hg38_c3.bed,0.320964,0.378064
BRCA1_hg38_c3.bed,RAD51_hg38_c3.bed,0.068305,0.087736
CTCF_hg38_c3.bed,RAD51_hg38_c3.bed,0.037381,0.051972
BRCA1_hg38_c3.bed,RARA_hg38_c3.bed,0.140346,0.177486
CTCF_hg38_c3.bed,RARA_hg38_c3.bed,0.048592,0.067456
BRCA1_hg38_c3.bed,RB1_hg38_c3.bed,0.170633,0.208309
CTCF_hg38_c3.bed,RB1_hg38_c3.bed,0.087844,0.119531
BRCA1_hg38_c3.bed,RBAK_hg38_c3.bed,0.011950,0.015677
CTCF_hg38_c3.bed,RBAK_hg38_c3.bed,0.002491,0.003555
BRCA1_hg38_c3.bed,RBBP4_hg38_c3.bed,0.116985,0.152353
CTCF_hg38_c3.bed,RBBP4_hg38_c3.bed,0.060442,0.081887
BRCA1_hg38_c3.bed,RBBP5_hg38_c3.bed,0.153243,0.190688
CTCF_hg38_c3.bed,RBBP5_hg38_c3.bed,0.077330,0.103521
BRCA1_hg38_c3.bed,RBFOX2_hg38_c3.bed,0.075945,0.105578
CTCF_hg38_c3.bed,RBFOX2_hg38_c3.bed,0.049503,0.066594
BRCA1_hg38_c3.bed,RBM14_hg38_c3.bed,0.062044,0.076100
CTCF_hg38_c3.bed,RBM14_hg38_c3.bed,0.011744,0.015762
BRCA1_hg38_c3.bed,RBM15_hg38_c3.bed,0.001415,0.001579
CTCF_hg38_c3.bed,RBM15_hg38_c3.bed,0.000167,0.000219
BRCA1_hg38_c3.bed,RBM22_hg38_c3.bed,0.089290,0.122643
CTCF_hg38_c3.bed,RBM22_hg38_c3.bed,0.052329,0.066601
BRCA1_hg38_c3.bed,RBM25_hg38_c3.bed,0.045989,0.065949
CTCF_hg38_c3.bed,RBM25_hg38_c3.bed,0.030390,0.039299
BRCA1_hg38_c3.bed,RBM34_hg38_c3.bed,0.006124,0.007743
CTCF_hg38_c3.bed,RBM34_hg38_c3.bed,0.000706,0.001024
BRCA1_hg38_c3.bed,RBM39_hg38_c3.bed,0.145388,0.183754
CTCF_hg38_c3.bed,RBM39_hg38_c3.bed,0.090796,0.120614
BRCA1_hg38_c3.bed,RBP2_hg38_c3.bed,0.034478,0.048222
CTCF_hg38_c3.bed,RBP2_hg38_c3.bed,0.003268,0.005380
BRCA1_hg38_c3.bed,RBPJ_hg38_c3.bed,0.133564,0.164894
CTCF_hg38_c3.bed,RBPJ_hg38_c3.bed,0.127241,0.171150
BRCA1_hg38_c3.bed,RCOR1_hg38_c3.bed,0.130438,0.161507
CTCF_hg38_c3.bed,RCOR1_hg38_c3.bed,0.135753,0.181129
BRCA1_hg38_c3.bed,RELA_hg38_c3.bed,0.062382,0.083715
CTCF_hg38_c3.bed,RELA_hg38_c3.bed,0.205465,0.262154
BRCA1_hg38_c3.bed,RELB_hg38_c3.bed,0.090494,0.119014
CTCF_hg38_c3.bed,RELB_hg38_c3.bed,0.060315,0.083177
BRCA1_hg38_c3.bed,REL_hg38_c3.bed,0.060769,0.081061
CTCF_hg38_c3.bed,REL_hg38_c3.bed,0.209930,0.266780
BRCA1_hg38_c3.bed,REPIN1_hg38_c3.bed,0.051061,0.066170
CTCF_hg38_c3.bed,REPIN1_hg38_c3.bed,0.007066,0.010397
BRCA1_hg38_c3.bed,REST_hg38_c3.bed,0.092263,0.118207
CTCF_hg38_c3.bed,REST_hg38_c3.bed,0.192289,0.247361
BRCA1_hg38_c3.bed,RFX1_hg38_c3.bed,0.081395,0.107905
CTCF_hg38_c3.bed,RFX1_hg38_c3.bed,0.036183,0.050088
BRCA1_hg38_c3.bed,RFX2_hg38_c3.bed,0.008651,0.012538
CTCF_hg38_c3.bed,RFX2_hg38_c3.bed,0.001161,0.001877
BRCA1_hg38_c3.bed,RFX3_hg38_c3.bed,0.114627,0.147709
CTCF_hg38_c3.bed,RFX3_hg38_c3.bed,0.022592,0.032947
BRCA1_hg38_c3.bed,RFX5_hg38_c3.bed,0.205599,0.250862
CTCF_hg38_c3.bed,RFX5_hg38_c3.bed,0.055859,0.079639
BRCA1_hg38_c3.bed,RFXAP_hg38_c3.bed,0.180171,0.223277
CTCF_hg38_c3.bed,RFXAP_hg38_c3.bed,0.035114,0.050245
BRCA1_hg38_c3.bed,RING1_hg38_c3.bed,0.009580,0.011677
CTCF_hg38_c3.bed,RING1_hg38_c3.bed,0.003577,0.004519
BRCA1_hg38_c3.bed,RLF_hg38_c3.bed,0.037123,0.048088
CTCF_hg38_c3.bed,RLF_hg38_c3.bed,0.005945,0.008689
BRCA1_hg38_c3.bed,RNF2_hg38_c3.bed,0.111917,0.144721
CTCF_hg38_c3.bed,RNF2_hg38_c3.bed,0.122481,0.162668
BRCA1_hg38_c3.bed,RORB_hg38_c3.bed,0.116699,0.156249
CTCF_hg38_c3.bed,RORB_hg38_c3.bed,0.034271,0.043997
BRCA1_hg38_c3.bed,RORC_hg38_c3.bed,0.077643,0.097133
CTCF_hg38_c3.bed,RORC_hg38_c3.bed,0.046800,0.059112
BRCA1_hg38_c3.bed,RPA2_hg38_c3.bed,0.027672,0.033799
CTCF_hg38_c3.bed,RPA2_hg38_c3.bed,0.018354,0.022099
BRCA1_hg38_c3.bed,RREB1_hg38_c3.bed,0.068402,0.087052
CTCF_hg38_c3.bed,RREB1_hg38_c3.bed,0.012261,0.017814
BRCA1_hg38_c3.bed,RUNX1-3_hg38_c3.bed,0.001802,0.002195
CTCF_hg38_c3.bed,RUNX1-3_hg38_c3.bed,0.001066,0.001490
BRCA1_hg38_c3.bed,RUNX1-RUNX1T1_hg38_c3.bed,0.065274,0.082226
CTCF_hg38_c3.bed,RUNX1-RUNX1T1_hg38_c3.bed,0.019869,0.027857
BRCA1_hg38_c3.bed,RUNX1T1_hg38_c3.bed,0.134389,0.168416
CTCF_hg38_c3.bed,RUNX1T1_hg38_c3.bed,0.112757,0.147978
BRCA1_hg38_c3.bed,RUNX1_hg38_c3.bed,0.073152,0.094586
CTCF_hg38_c3.bed,RUNX1_hg38_c3.bed,0.212904,0.269050
BRCA1_hg38_c3.bed,RUNX2_hg38_c3.bed,0.103830,0.134193
CTCF_hg38_c3.bed,RUNX2_hg38_c3.bed,0.061024,0.082876
BRCA1_hg38_c3.bed,RUVBL1_hg38_c3.bed,0.071624,0.090426
CTCF_hg38_c3.bed,RUVBL1_hg38_c3.bed,0.009257,0.013380
BRCA1_hg38_c3.bed,RUVBL2_hg38_c3.bed,0.175695,0.220248
CTCF_hg38_c3.bed,RUVBL2_hg38_c3.bed,0.053960,0.074667
BRCA1_hg38_c3.bed,RXRA_hg38_c3.bed,0.144388,0.174405
CTCF_hg38_c3.bed,RXRA_hg38_c3.bed,0.063664,0.087445
BRCA1_hg38_c3.bed,RXR_hg38_c3.bed,0.128611,0.158660
CTCF_hg38_c3.bed,RXR_hg38_c3.bed,0.112085,0.148832
BRCA1_hg38_c3.bed,RYBP_hg38_c3.bed,0.134271,0.174298
CTCF_hg38_c3.bed,RYBP_hg38_c3.bed,0.039254,0.055823
BRCA1_hg38_c3.bed,SAFB2_hg38_c3.bed,0.023312,0.031009
CTCF_hg38_c3.bed,SAFB2_hg38_c3.bed,0.006358,0.009133
BRCA1_hg38_c3.bed,SAFB_hg38_c3.bed,0.084496,0.104457
CTCF_hg38_c3.bed,SAFB_hg38_c3.bed,0.016595,0.022979
BRCA1_hg38_c3.bed,SALL1_hg38_c3.bed,0.001752,0.002182
CTCF_hg38_c3.bed,SALL1_hg38_c3.bed,0.000586,0.000814
BRCA1_hg38_c3.bed,SALL2_hg38_c3.bed,0.032924,0.043533
CTCF_hg38_c3.bed,SALL2_hg38_c3.bed,0.012112,0.015933
BRCA1_hg38_c3.bed,SALL3_hg38_c3.bed,0.080773,0.100940
CTCF_hg38_c3.bed,SALL3_hg38_c3.bed,0.026647,0.035415
BRCA1_hg38_c3.bed,SALL4_hg38_c3.bed,0.016701,0.020942
CTCF_hg38_c3.bed,SALL4_hg38_c3.bed,0.001640,0.002423
BRCA1_hg38_c3.bed,SAP30_hg38_c3.bed,0.159327,0.200392
CTCF_hg38_c3.bed,SAP30_hg38_c3.bed,0.047307,0.063375
BRCA1_hg38_c3.bed,SATB1_hg38_c3.bed,0.028035,0.033786
CTCF_hg38_c3.bed,SATB1_hg38_c3.bed,0.011502,0.013429
BRCA1_hg38_c3.bed,SCRT1_hg38_c3.bed,0.043766,0.058859
CTCF_hg38_c3.bed,SCRT1_hg38_c3.bed,0.022689,0.030577
BRCA1_hg38_c3.bed,SETDB1_hg38_c3.bed,0.087515,0.120140
CTCF_hg38_c3.bed,SETDB1_hg38_c3.bed,0.042979,0.058864
BRCA1_hg38_c3.bed,SETX_hg38_c3.bed,0.049742,0.068302
CTCF_hg38_c3.bed,SETX_hg38_c3.bed,0.011799,0.016969
BRCA1_hg38_c3.bed,SFMBT1_hg38_c3.bed,0.096816,0.122271
CTCF_hg38_c3.bed,SFMBT1_hg38_c3.bed,0.013703,0.019457
BRCA1_hg38_c3.bed,SFPQ_hg38_c3.bed,0.081781,0.107610
CTCF_hg38_c3.bed,SFPQ_hg38_c3.bed,0.020104,0.027659
BRCA1_hg38_c3.bed,SGF29_hg38_c3.bed,0.000506,0.000634
CTCF_hg38_c3.bed,SGF29_hg38_c3.bed,0.000088,0.000121
BRCA1_hg38_c3.bed,SHOX2_hg38_c3.bed,0.047016,0.060677
CTCF_hg38_c3.bed,SHOX2_hg38_c3.bed,0.012929,0.018613
BRCA1_hg38_c3.bed,SIN3A_hg38_c3.bed,0.134701,0.165200
CTCF_hg38_c3.bed,SIN3A_hg38_c3.bed,0.152943,0.199538
BRCA1_hg38_c3.bed,SIN3B_hg38_c3.bed,0.192280,0.236336
CTCF_hg38_c3.bed,SIN3B_hg38_c3.bed,0.036510,0.051400
BRCA1_hg38_c3.bed,SIRT3_hg38_c3.bed,0.000017,0.000024
CTCF_hg38_c3.bed,SIRT3_hg38_c3.bed,0.000014,0.000017
BRCA1_hg38_c3.bed,SIRT6_hg38_c3.bed,0.124941,0.159913
CTCF_hg38_c3.bed,SIRT6_hg38_c3.bed,0.064066,0.082711
BRCA1_hg38_c3.bed,SIX1_hg38_c3.bed,0.152725,0.188418
CTCF_hg38_c3.bed,SIX1_hg38_c3.bed,0.055736,0.077876
BRCA1_hg38_c3.bed,SIX2_hg38_c3.bed,0.027054,0.035657
CTCF_hg38_c3.bed,SIX2_hg38_c3.bed,0.030174,0.039040
BRCA1_hg38_c3.bed,SIX4_hg38_c3.bed,0.002051,0.002683
CTCF_hg38_c3.bed,SIX4_hg38_c3.bed,0.000437,0.000645
BRCA1_hg38_c3.bed,SIX5_hg38_c3.bed,0.165378,0.209732
CTCF_hg38_c3.bed,SIX5_hg38_c3.bed,0.027292,0.039117
BRCA1_hg38_c3.bed,SKIL_hg38_c3.bed,0.121021,0.150613
CTCF_hg38_c3.bed,SKIL_hg38_c3.bed,0.058793,0.082744
BRCA1_hg38_c3.bed,SKI_hg38_c3.bed,0.137758,0.164464
CTCF_hg38_c3.bed,SKI_hg38_c3.bed,0.104764,0.141688
BRCA1_hg38_c3.bed,SMAD1-5-8_hg38_c3.bed,0.003213,0.004088
CTCF_hg38_c3.bed,SMAD1-5-8_hg38_c3.bed,0.000588,0.000851
BRCA1_hg38_c3.bed,SMAD1-5_hg38_c3.bed,0.017598,0.021994
CTCF_hg38_c3.bed,SMAD1-5_hg38_c3.bed,0.002920,0.004245
BRCA1_hg38_c3.bed,SMAD1_hg38_c3.bed,0.146580,0.176955
CTCF_hg38_c3.bed,SMAD1_hg38_c3.bed,0.122503,0.162896
BRCA1_hg38_c3.bed,SMAD2-3_hg38_c3.bed,0.077338,0.107025
CTCF_hg38_c3.bed,SMAD2-3_hg38_c3.bed,0.120010,0.156365
BRCA1_hg38_c3.bed,SMAD2_hg38_c3.bed,0.077520,0.107125
CTCF_hg38_c3.bed,SMAD2_hg38_c3.bed,0.121131,0.157650
BRCA1_hg38_c3.bed,SMAD3-EPAS1_hg38_c3.bed,0.035463,0.045880
CTCF_hg38_c3.bed,SMAD3-EPAS1_hg38_c3.bed,0.005810,0.008689
BRCA1_hg38_c3.bed,SMAD3-HIF1A_hg38_c3.bed,0.152605,0.190404
CTCF_hg38_c3.bed,SMAD3-HIF1A_hg38_c3.bed,0.049335,0.070667
BRCA1_hg38_c3.bed,SMAD3_hg38_c3.bed,0.106842,0.130946
CTCF_hg38_c3.bed,SMAD3_hg38_c3.bed,0.185596,0.238634
BRCA1_hg38_c3.bed,SMAD4_hg38_c3.bed,0.144681,0.180838
CTCF_hg38_c3.bed,SMAD4_hg38_c3.bed,0.079870,0.110011
BRCA1_hg38_c3.bed,SMAD5_hg38_c3.bed,0.149253,0.188434
CTCF_hg38_c3.bed,SMAD5_hg38_c3.bed,0.038982,0.052538
BRCA1_hg38_c3.bed,SMARCA2_hg38_c3.bed,0.063385,0.080060
CTCF_hg38_c3.bed,SMARCA2_hg38_c3.bed,0.050943,0.068889
BRCA1_hg38_c3.bed,SMARCA4_hg38_c3.bed,0.048949,0.065520
CTCF_hg38_c3.bed,SMARCA4_hg38_c3.bed,0.222386,0.280671
BRCA1_hg38_c3.bed,SMARCA5_hg38_c3.bed,0.114412,0.142160
CTCF_hg38_c3.bed,SMARCA5_hg38_c3.bed,0.078443,0.105915
BRCA1_hg38_c3.bed,SMARCB1_hg38_c3.bed,0.108907,0.135376
CTCF_hg38_c3.bed,SMARCB1_hg38_c3.bed,0.155053,0.203309
BRCA1_hg38_c3.bed,SMARCC1_hg38_c3.bed,0.090265,0.115262
CTCF_hg38_c3.bed,SMARCC1_hg38_c3.bed,0.176572,0.228834
BRCA1_hg38_c3.bed,SMARCC2_hg38_c3.bed,0.079870,0.101419
CTCF_hg38_c3.bed,SMARCC2_hg38_c3.bed,0.024854,0.035900
BRCA1_hg38_c3.bed,SMARCD3_hg38_c3.bed,0.106806,0.131548
CTCF_hg38_c3.bed,SMARCD3_hg38_c3.bed,0.037686,0.052081
BRCA1_hg38_c3.bed,SMARCE1_hg38_c3.bed,0.111686,0.138976
CTCF_hg38_c3.bed,SMARCE1_hg38_c3.bed,0.076301,0.104449
BRCA1_hg38_c3.bed,SMC1A-B_hg38_c3.bed,0.087103,0.106733
CTCF_hg38_c3.bed,SMC1A-B_hg38_c3.bed,0.056730,0.076187
BRCA1_hg38_c3.bed,SMC1A_hg38_c3.bed,0.126440,0.154774
CTCF_hg38_c3.bed,SMC1A_hg38_c3.bed,0.198043,0.249073
BRCA1_hg38_c3.bed,SMC1_hg38_c3.bed,0.110246,0.136221
CTCF_hg38_c3.bed,SMC1_hg38_c3.bed,0.247185,0.302513
BRCA1_hg38_c3.bed,SMC3_hg38_c3.bed,0.132969,0.163256
CTCF_hg38_c3.bed,SMC3_hg38_c3.bed,0.204643,0.257722
BRCA1_hg38_c3.bed,SMC4_hg38_c3.bed,0.000611,0.000670
CTCF_hg38_c3.bed,SMC4_hg38_c3.bed,0.000123,0.000145
BRCA1_hg38_c3.bed,SNAI1_hg38_c3.bed,0.000856,0.001018
CTCF_hg38_c3.bed,SNAI1_hg38_c3.bed,0.000139,0.000187
BRCA1_hg38_c3.bed,SNAI2_hg38_c3.bed,0.092083,0.128053
CTCF_hg38_c3.bed,SNAI2_hg38_c3.bed,0.111983,0.144995
BRCA1_hg38_c3.bed,SNAPC1_hg38_c3.bed,0.046426,0.061500
CTCF_hg38_c3.bed,SNAPC1_hg38_c3.bed,0.004985,0.007661
BRCA1_hg38_c3.bed,SNAPC4_hg38_c3.bed,0.007287,0.010019
CTCF_hg38_c3.bed,SNAPC4_hg38_c3.bed,0.001612,0.002253
BRCA1_hg38_c3.bed,SND1_hg38_c3.bed,0.032848,0.043898
CTCF_hg38_c3.bed,SND1_hg38_c3.bed,0.012494,0.017302
BRCA1_hg38_c3.bed,SNIP1_hg38_c3.bed,0.022700,0.028701
CTCF_hg38_c3.bed,SNIP1_hg38_c3.bed,0.004012,0.005647
BRCA1_hg38_c3.bed,SNRNP70_hg38_c3.bed,0.010220,0.012357
CTCF_hg38_c3.bed,SNRNP70_hg38_c3.bed,0.004929,0.006195
BRCA1_hg38_c3.bed,SOX10_hg38_c3.bed,0.002680,0.003455
CTCF_hg38_c3.bed,SOX10_hg38_c3.bed,0.002537,0.003428
BRCA1_hg38_c3.bed,SOX11_hg38_c3.bed,0.012314,0.016478
CTCF_hg38_c3.bed,SOX11_hg38_c3.bed,0.011697,0.014013
BRCA1_hg38_c3.bed,SOX13_hg38_c3.bed,0.056159,0.069370
CTCF_hg38_c3.bed,SOX13_hg38_c3.bed,0.016527,0.023300
BRCA1_hg38_c3.bed,SOX21_hg38_c3.bed,0.010163,0.012402
CTCF_hg38_c3.bed,SOX21_hg38_c3.bed,0.004539,0.006074
BRCA1_hg38_c3.bed,SOX2_hg38_c3.bed,0.073236,0.099689
CTCF_hg38_c3.bed,SOX2_hg38_c3.bed,0.115592,0.150877
BRCA1_hg38_c3.bed,SOX3_hg38_c3.bed,0.003836,0.004946
CTCF_hg38_c3.bed,SOX3_hg38_c3.bed,0.002510,0.003323
BRCA1_hg38_c3.bed,SOX4_hg38_c3.bed,0.179674,0.220819
